Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/07/2013 09:00:00 AM,12/07/2013 10:59:00 AM,"Meadowlands Complex: Special event, football game on MetLife Stadium (Bergen)   until 11:00 P.M. 2013 High School Football Championships (Fri 2 games & Sat 4 games)",Meadowlands Complex,40.81143815,-74.0767765
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/07/2013 09:00:00 AM,12/07/2013 11:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 11:00 A.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,12/07/2013 08:00:00 AM,12/07/2013 10:58:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Cyndi Lauper & Friends: Home for the Holidays",Madison Square Garden,40.78044953,-73.98138374
special event,NY Rangers,Madison Square Garden,,Manhattan,New York,NY,12/07/2013 07:30:00 AM,12/07/2013 10:28:00 AM,"NY Rangers: Special event, hockey game on Madison Square Garden the Arena (Manhattan)   until 10:30 P.M. Rangers vs Devils",NY Rangers,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/07/2013 07:30:00 AM,12/07/2013 09:32:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/07/2013 07:00:00 AM,12/07/2013 10:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden at the Theater (Manhattan)   until 10:00 P.M. TobyMac",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/07/2013 04:30:00 AM,12/07/2013 06:32:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/07/2013 02:00:00 AM,12/07/2013 04:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/06/2013 10:00:00 AM,12/06/2013 11:59:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 12:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/06/2013 09:30:00 AM,12/06/2013 11:32:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 11:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,12/06/2013 08:00:00 AM,12/06/2013 11:02:00 AM,"Madison Square Garden: Special event, show on The Beacon Theatre (New York)   until 11:00 P.M. Adam Savage & Jamie Hyneman: Behind the Myths Tour",Madison Square Garden,40.78044953,-73.98138374
special event,NY Knicks,Madison Square Garden,,Manhattan,New York,NY,12/06/2013 07:30:00 AM,12/06/2013 10:32:00 AM,"NY Knicks: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 10:30 P.M. Knicks vs. Orlando",NY Knicks,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/06/2013 07:00:00 AM,12/06/2013 08:58:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/06/2013 04:00:00 AM,12/06/2013 06:03:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/06/2013 04:00:00 AM,12/07/2013 12:01:00 PM,"Meadowlands Complex: Special event, football game on MetLife Stadium (Bergen)   until 11:59 P.M. 2013 High School Football Championships (Fri 2 games & Sat 4 games)",Meadowlands Complex,40.81143815,-74.0767765
special event,Meadowlands Complex,MetLife Stadium,,East Rutherford,Bergen,NJ,12/06/2013 04:00:00 AM,12/06/2013 07:59:00 AM,"Meadowlands Complex: Special event, special event on MetLife Stadium (East Rutherford)   until 8:00 P.M. Super Bowl 48 The Huddle Tour at the New Jersey High School Football Championships",Meadowlands Complex,40.81346007,-74.07428741
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/06/2013 01:00:00 AM,12/06/2013 02:59:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2013 11:00:00 AM,12/05/2013 12:58:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2013 08:00:00 AM,12/05/2013 09:59:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2013 05:00:00 AM,12/05/2013 07:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 7:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2013 02:00:00 AM,12/05/2013 03:57:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2013 11:00:00 AM,12/04/2013 12:58:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
Football game,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/04/2013 08:35:00 AM,12/07/2013 11:19:00 AM,Meadowlands Complex: football game at MetLife Stadium (Bergen) 2013 High School Football Championships (Fri 2 games & Sat 4 games) Not currently scheduled,Meadowlands Complex,40.8114,-74.0768
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/04/2013 08:00:00 AM,12/04/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. Elton John and His Band",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2013 02:00:00 AM,12/04/2013 03:59:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2013 11:00:00 AM,12/03/2013 12:59:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/03/2013 08:00:00 AM,12/03/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. Elton John and His Band",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2013 08:00:00 AM,12/03/2013 10:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,NY Islanders,Nassau Veterans Memorial Coliseum,,Hempstead,Nassau,NY,12/03/2013 07:00:00 AM,12/03/2013 09:59:00 AM,"NY Islanders: Special event, hockey game on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)   until 10:00 P.M. Islanders vs Penguins",NY Islanders,40.722675,-73.590286
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2013 05:00:00 AM,12/03/2013 07:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 7:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2013 02:00:00 AM,12/03/2013 04:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2013 11:00:00 AM,12/02/2013 12:58:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,12/02/2013 08:00:00 AM,12/02/2013 11:01:00 AM,"Madison Square Garden: Special event, show on The Beacon Theatre (New York)   until 11:00 P.M. Radiolab Live Apocalyptical",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2013 08:00:00 AM,12/02/2013 10:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,NY Rangers,Madison Square Garden,,Manhattan,New York,NY,12/02/2013 07:00:00 AM,12/02/2013 10:03:00 AM,"NY Rangers: Special event, hockey game on Madison Square Garden the Arena (Manhattan)   until 10:00 P.M. Rangers vs Jets",NY Rangers,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2013 05:00:00 AM,12/02/2013 06:58:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 7:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2013 02:00:00 AM,12/02/2013 04:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/01/2013 10:00:00 AM,12/01/2013 08:01:00 AM,"Madison Square Garden: Special event, wrestling on Madison Square Garden the Arena (Manhattan)   until 8:00 P.M. Grapple At The Garden will inlcude Army, Bloomsburg, Boston University, Cornell, Drexel, George Mason, Hofstra, Illinois, Maryland, Penn, Princeton and Rutgers",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2013 10:00:00 AM,12/01/2013 12:02:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 12:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,NY Knicks,Madison Square Garden,,Manhattan,New York,NY,12/01/2013 07:30:00 AM,12/01/2013 10:32:00 AM,"NY Knicks: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 10:30 P.M. Knicks vs. New Orleans",NY Knicks,40.750127,-73.989876
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,12/01/2013 07:30:00 AM,12/01/2013 09:31:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 9:30 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2013 07:00:00 AM,12/01/2013 09:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2013 04:00:00 AM,12/01/2013 06:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/01/2013 01:00:00 AM,12/01/2013 04:01:00 AM,"Meadowlands Complex: Special event, football game on MetLife Stadium (Bergen)   from 1:00 P.M. until 4:00 P.M. NY Jets vs. Miami Dolphins",Meadowlands Complex,40.81143815,-74.0767765
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2013 01:00:00 AM,12/01/2013 03:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/30/2013 12:01:00 PM,11/30/2013 02:01:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden at the Theater (Manhattan)   from 12:01 P.M. until 2:00 P.M. The Fresh Beat Band",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2013 11:30:00 AM,11/30/2013 01:28:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/30/2013 11:00:00 AM,11/30/2013 12:58:00 PM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 1:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2013 10:00:00 AM,12/01/2013 12:00:00 PM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 11:59 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2013 09:00:00 AM,11/30/2013 10:58:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 11:00 A.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,,New York,NY,11/30/2013 08:00:00 AM,11/30/2013 11:02:00 AM,"Madison Square Garden: Special event, hockey game on Madison Square Garden (New York)   until 11:00 P.M. Red Hot Hockey",Madison Square Garden,40.75032043,-73.99117279
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/30/2013 08:00:00 AM,11/30/2013 11:01:00 AM,"Madison Square Garden: Special event, hockey game on Madison Square Garden the Arena (Manhattan)   until 11:00 P.M. Boston University vs. Cornell University",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/30/2013 08:00:00 AM,11/30/2013 11:01:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Guster",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2013 07:30:00 AM,11/30/2013 09:32:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/30/2013 07:00:00 AM,11/30/2013 09:02:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 9:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,NY Islanders,Nassau Veterans Memorial Coliseum,,,Nassau,NY,11/30/2013 07:00:00 AM,11/30/2013 10:02:00 AM,"NY Islanders: Special event, hockey game on Nassau Veterans Memorial Coliseum (Nassau)   until 10:00 P.M. Islanders vs Capitals",NY Islanders,40.72313069,-73.58797652
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2013 04:30:00 AM,11/30/2013 06:33:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/30/2013 04:00:00 AM,11/30/2013 06:01:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden at the Theater (Manhattan)   from 4:00 P.M. until 6:00 P.M. The Fresh Beat Band",Madison Square Garden,40.749996,-73.988892
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/30/2013 03:00:00 AM,11/30/2013 05:02:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 5:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,NY Rangers,Madison Square Garden,,Manhattan,New York,NY,11/30/2013 02:00:00 AM,11/30/2013 05:02:00 AM,"NY Rangers: Special event, hockey game on Madison Square Garden the Arena (Manhattan)   until 5:00 P.M. Rangers vs Canucks",NY Rangers,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2013 02:00:00 AM,11/30/2013 04:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/29/2013 11:00:00 AM,11/29/2013 01:01:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 1:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/29/2013 09:30:00 AM,11/29/2013 11:31:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 11:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/29/2013 08:00:00 AM,11/29/2013 11:01:00 AM,"Madison Square Garden: Special event on The Beacon Theatre (New York)  until 11:00 P.M. Brian McKnight, Musiq Soulchild & Avant",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/29/2013 07:00:00 AM,11/29/2013 09:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 9:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/29/2013 07:00:00 AM,11/29/2013 09:02:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 9:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/29/2013 06:00:00 AM,11/29/2013 08:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden at the Theater (Manhattan)   until 8:00 P.M. The Fresh Beat Band",Madison Square Garden,40.749996,-73.988892
special event,NY Islanders,Nassau Veterans Memorial Coliseum,,Hempstead,Nassau,NY,11/29/2013 04:00:00 AM,11/29/2013 07:01:00 AM,"NY Islanders: Special event, hockey game on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)   until 7:00 P.M. Islanders vs Red Wings",NY Islanders,40.722675,-73.590286
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/29/2013 04:00:00 AM,11/29/2013 06:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 6:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/29/2013 03:30:00 AM,11/29/2013 10:01:00 AM,"Madison Square Garden: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 10:00 P.M. NIT - 16-team field includes regional hosts: Duke, Arizona, Alabama & Rutgers",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/29/2013 03:00:00 AM,11/29/2013 05:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden at the Theater (Manhattan)   until 5:00 P.M. The Fresh Beat Band",Madison Square Garden,40.749996,-73.988892
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/29/2013 03:00:00 AM,11/29/2013 05:02:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 5:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/29/2013 01:00:00 AM,11/29/2013 03:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 3:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/28/2013 11:00:00 AM,11/28/2013 01:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/28/2013 11:00:00 AM,11/28/2013 01:02:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 1:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/28/2013 08:30:00 AM,11/28/2013 10:31:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:30 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/28/2013 02:00:00 AM,11/28/2013 04:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/27/2013 11:00:00 AM,11/27/2013 01:00:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/27/2013 11:00:00 AM,11/27/2013 01:00:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 1:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/27/2013 08:00:00 AM,11/27/2013 10:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/27/2013 08:00:00 AM,11/27/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Theater (Manhattan)   until 11:00 P.M. Slayer",Madison Square Garden,40.749996,-73.988892
special event,NY Islanders,Nassau Veterans Memorial Coliseum,,Hempstead,Nassau,NY,11/27/2013 07:00:00 AM,11/27/2013 10:02:00 AM,"NY Islanders: Special event, hockey game on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)   until 10:00 P.M. Islanders vs Jets",NY Islanders,40.722675,-73.590286
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/27/2013 07:00:00 AM,11/27/2013 11:58:00 AM,"Madison Square Garden: Special event, basketball game on Madison Square Garden the Arena (Manhattan)   until 11:59 P.M. NIT - 16-team field includes regional hosts: Duke, Arizona, Alabama & Rutgers",Madison Square Garden,40.750127,-73.989876
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/27/2013 07:00:00 AM,11/27/2013 09:01:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 9:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/27/2013 02:00:00 AM,11/27/2013 04:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/26/2013 11:00:00 AM,11/26/2013 01:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/26/2013 08:00:00 AM,11/26/2013 09:58:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/26/2013 08:00:00 AM,11/26/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on The Beacon Theatre (New York)   until 11:00 P.M. Van Morrison",Madison Square Garden,40.78044953,-73.98138374
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/26/2013 07:30:00 AM,11/26/2013 10:32:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Theater (Manhattan)   until 10:30 P.M. Jaheim with guest Chrisette Michele",Madison Square Garden,40.749996,-73.988892
special event,Meadowlands Complex,Meadowlands Arena,,,Bergen,NJ,11/26/2013 07:00:00 AM,11/26/2013 08:58:00 AM,"Meadowlands Complex: Special event, kids show/performance on Meadowlands Arena (Bergen)   until 9:00 P.M. Disney on Ice presents Let's Celebrate!",Meadowlands Complex,40.81162086,-74.06769991
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/26/2013 05:00:00 AM,11/26/2013 07:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 7:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/26/2013 02:00:00 AM,11/26/2013 04:01:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 4:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/25/2013 11:00:00 AM,11/25/2013 01:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 1:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/25/2013 08:00:00 AM,11/25/2013 11:02:00 AM,"Madison Square Garden: Special event, concert on Madison Square Garden the Theater (Manhattan)   until 11:00 P.M. Van Morrison",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/25/2013 08:00:00 AM,11/25/2013 10:02:00 AM,"Madison Square Garden: Special event, show on Radio City Music Hall (New York)   until 10:00 P.M. Radio City Christmas Spectacular",Madison Square Garden,40.75990273,-73.98039329
special event,Nassau Colisieum,Nassau Veterans Memorial Coliseum,,Hempstead,Nassau,NY,11/25/2013 07:30:00 AM,11/25/2013 10:32:00 AM,"Nassau Coliseum: Special event, wrestling on Nassau Veterans Memorial Coliseum at the Coliseum (Hempstead)   until 10:30 P.M. WWE Raw",Nassau Coliseum,40.722675,-73.590286
